,KOSPI 200 ─▌┐╔╝╟ 1811 277.5,,,,,,,,,,,,,,,,,,,,,,
43385.37521,4.58,5.53,бу  ,89,43412.37521,1,S  ,105193000,0,3044,15,0.24,4.58,4.8,3044,2,5,1,9,12,46,5,33
43385.37523,4.79,10.37,бу  ,90,43412.37523,1,B  ,106390000,0,3044,16,0.45,4.6,4.79,3044,1,9,1,10,12,50,5,34
43385.37527,4.63,6.68,бу  ,91,43412.37527,1,S  ,107548000,0,3044,17,0.29,4.63,4.8,3044,2,5,1,9,19,49,5,42
43385.37528,4.8,10.6,бу  ,92,43412.37528,1,B  ,108748000,0,3044,18,0.46,4.63,4.8,3044,2,4,1,3,13,51,5,36
43385.37531,4.63,6.68,бу  ,93,43412.37531,1,S  ,109905000,0,3048,19,0.29,4.63,4.8,3048,3,5,2,12,13,42,6,45
43385.37534,4.79,10.37,бу  ,94,43412.37534,1,B  ,111103000,0,3048,20,0.45,4.66,4.79,3048,1,5,1,6,13,37,6,48
43385.37534,4.67,7.6,бу  ,100,43412.37534,6,SS ,118108000,0,3048,21,0.33,4.66,4.79,3048,1,5,2,16,13,37,7,51
43385.37536,4.7,8.29,бу  ,101,43412.37536,1,S  ,119283000,0,3048,22,0.36,4.7,4.74,3048,2,2,1,1,9,14,10,15
43385.37536,4.7,8.29,бу  ,102,43412.37536,1,SS ,120458000,0,3048,23,0.36,4.69,4.74,3048,2,2,2,2,9,14,12,26
43385.37536,4.71,8.53,бу  ,103,43412.37536,1,SS ,121635000,0,3048,24,0.37,4.69,4.73,3048,2,2,2,2,9,14,11,25
43385.37536,4.73,8.99,бу  ,104,43412.37536,1,B  ,122818000,0,3048,25,0.39,4.69,4.73,3048,1,1,2,2,8,13,10,15
43385.37536,4.69,8.06,бу  ,106,43412.37536,2,SS ,125163000,0,3048,26,0.35,4.68,4.72,3048,1,1,1,1,8,8,10,29
43385.37536,4.71,8.53,бу  ,107,43412.37536,1,BB ,126340000,0,3048,27,0.37,4.69,4.72,3048,2,2,1,1,9,9,9,19
43385.37536,4.69,8.06,бу  ,108,43412.37536,1,SS ,127513000,0,3048,28,0.35,4.68,4.72,3048,1,1,1,1,8,8,8,14
43385.37536,4.7,8.29,бу  ,109,43412.37536,1,SS ,128688000,0,3048,29,0.36,4.68,4.72,3048,1,1,1,1,8,8,8,14
43385.37536,4.7,8.29,бу  ,110,43412.37536,1,SS ,129863000,0,3048,30,0.36,4.68,4.72,3048,1,1,1,1,8,8,8,14
43385.37537,4.69,8.06,бу  ,111,43412.37537,1,SS ,131035000,0,3048,31,0.35,4.68,4.71,3048,1,1,1,1,8,8,8,14
43385.37537,4.7,8.29,бу  ,112,43412.37537,1,B  ,132210000,0,3048,32,0.36,4.68,4.7,3048,1,1,1,1,8,8,8,14
43385.37537,4.7,8.29,бу  ,113,43412.37537,1,S  ,133385000,0,3048,33,0.36,4.7,4.71,3048,1,1,1,1,8,8,6,11
43385.37537,4.7,8.29,бу  ,114,43412.37537,1,SS ,134560000,0,3048,34,0.36,4.69,4.71,3048,1,1,1,1,8,8,6,11
43385.37537,4.71,8.53,бу  ,115,43412.37537,1,BB ,135738000,0,3048,35,0.37,4.69,4.72,3048,2,2,1,1,9,9,6,11
43385.37537,4.69,8.06,бу  ,116,43412.37537,1,SS ,136910000,0,3048,36,0.35,4.68,4.72,3048,2,2,1,1,9,9,6,12
43385.37537,4.7,8.29,бу  ,117,43412.37537,1,B  ,138085000,0,3048,37,0.36,4.68,4.7,3048,1,1,1,1,8,8,6,12
43385.37537,4.71,8.53,бу  ,118,43412.37537,1,SS ,139263000,0,3048,38,0.37,4.7,4.72,3048,1,1,2,2,8,8,7,13
43385.37537,4.71,8.53,бу  ,119,43412.37537,1,SS ,140440000,0,3048,39,0.37,4.7,4.72,3048,1,1,1,1,8,8,6,12
43385.37537,4.69,8.06,бу  ,120,43412.37537,1,SS ,141613000,0,3048,40,0.35,4.7,4.72,3048,1,1,1,1,8,8,6,21
43385.37537,4.66,7.37,бу  ,121,43412.37537,1,SS ,142778000,0,3048,41,0.32,4.66,4.72,3048,1,1,1,6,8,8,5,29
43385.37537,4.7,8.29,бу  ,122,43412.37537,1,B  ,143953000,0,3048,42,0.36,4.65,4.7,3048,1,1,1,1,7,7,5,29
43385.37537,4.67,7.6,бу  ,123,43412.37537,1,BB ,145120000,0,3048,43,0.33,4.64,4.68,3048,2,2,1,1,7,7,5,33
43385.37537,4.64,6.91,бу  ,124,43412.37537,1,BB ,146280000,0,3048,44,0.3,4.63,4.67,3048,1,1,1,2,7,7,5,35
43385.37537,4.67,7.6,бу  ,125,43412.37537,1,BB ,147448000,0,3048,45,0.33,4.63,4.68,3048,2,2,1,2,7,7,5,35
43385.37537,4.66,7.37,бу  ,126,43412.37537,1,BB ,148613000,0,3048,46,0.32,4.64,4.67,3048,2,2,1,1,8,8,5,33
43385.37537,4.66,7.37,бу  ,127,43412.37537,1,BB ,149778000,0,3048,47,0.32,4.64,4.67,3048,2,2,1,1,8,8,5,33
43385.37537,4.67,7.6,бу  ,128,43412.37537,1,B  ,150945000,0,3048,48,0.33,4.64,4.67,3048,1,1,1,1,7,7,5,33
43385.37537,4.66,7.37,бу  ,129,43412.37537,1,BB ,152110000,0,3048,49,0.32,4.64,4.67,3048,1,1,1,1,6,6,5,33
43385.37537,4.67,7.6,бу  ,130,43412.37537,1,BB ,153278000,0,3048,50,0.33,4.64,4.68,3048,1,1,1,1,6,6,5,33
43385.37537,4.68,7.83,бу  ,131,43412.37537,1,S  ,154448000,0,3048,51,0.34,4.68,4.7,3048,1,1,1,1,6,6,6,7
43385.37537,4.68,7.83,бу  ,132,43412.37537,1,SS ,155618000,0,3048,52,0.34,4.67,4.7,3048,1,1,2,2,6,6,6,16
43385.37537,4.68,7.83,бу  ,133,43412.37537,1,SS ,156788000,0,3048,53,0.34,4.67,4.7,3048,1,1,2,2,6,6,6,16
43385.37537,4.69,8.06,бу  ,134,43412.37537,1,BB ,157960000,0,3048,54,0.35,4.67,4.7,3048,1,1,2,2,6,6,6,25
43385.37537,4.69,8.06,бу  ,135,43412.37537,1,SS ,159133000,0,3048,55,0.35,4.68,4.7,3048,1,1,2,2,6,6,7,17
43385.37537,4.7,8.29,бу  ,136,43412.37537,1,BB ,160308000,0,3048,56,0.36,4.68,4.71,3048,1,1,1,1,6,6,6,16
43385.37538,4.68,7.83,бу  ,138,43412.37538,2,SS ,162648000,0,3048,57,0.34,4.67,4.71,3048,1,1,2,2,6,6,6,25
43385.37538,4.71,8.53,бу  ,139,43412.37538,1,BB ,163825000,0,3048,58,0.37,4.69,4.72,3048,1,1,1,1,6,6,6,16
43385.37538,4.69,8.06,бу  ,140,43412.37538,1,S  ,164998000,0,3048,59,0.35,4.69,4.72,3048,1,1,1,1,6,6,6,16
43385.37538,4.67,7.6,бу  ,142,43412.37538,2,S  ,167333000,0,3048,60,0.33,4.69,4.72,3048,1,1,1,1,6,6,6,16
43385.37538,4.69,8.06,бу  ,143,43412.37538,1,B  ,168505000,0,3048,61,0.35,4.65,4.69,3048,1,10,1,1,6,15,5,33
43385.37539,4.69,8.06,бу  ,144,43412.37539,1,B  ,169678000,0,3048,62,0.35,4.66,4.69,3048,1,9,1,1,6,14,6,23
43385.37539,4.66,7.37,бу  ,145,43412.37539,1,SS ,170843000,0,3048,63,0.32,4.65,4.69,3048,1,9,2,7,6,14,6,32
43385.37539,4.65,7.14,бу  ,146,43412.37539,1,S  ,172005000,0,3048,64,0.31,4.65,4.69,3048,1,9,1,1,6,14,5,26
43385.37539,4.66,7.37,бу  ,147,43412.37539,1,B  ,173170000,0,3048,65,0.32,4.63,4.66,3048,1,1,2,3,8,21,6,36
43385.37539,4.64,6.91,бу  ,148,43412.37539,1,BB ,174330000,0,3048,66,0.3,4.63,4.65,3048,2,2,2,3,9,22,6,36
43385.37539,4.65,7.14,бу  ,149,43412.37539,1,B  ,175493000,0,3048,67,0.31,4.63,4.65,3048,1,1,2,3,8,21,6,36
43385.37539,4.65,7.14,бу  ,150,43412.37539,1,BB ,176655000,0,3048,68,0.31,4.63,4.66,3048,1,1,2,3,8,21,6,36
43385.37539,4.65,7.14,бу  ,151,43412.37539,1,BB ,177818000,0,3048,69,0.31,4.63,4.66,3048,1,1,2,3,7,15,6,36
43385.37539,4.65,7.14,бу  ,152,43412.37539,1,BB ,178980000,0,3048,70,0.31,4.63,4.66,3048,1,1,2,3,7,15,6,36
43385.37541,4.63,6.68,бу  ,155,43412.37541,3,SS ,182453000,0,3048,71,0.29,4.62,4.66,3048,1,1,1,3,7,15,5,43
43385.37541,4.62,6.45,бу  ,156,43412.37541,1,S  ,183608000,0,3048,72,0.28,4.62,4.66,3048,2,7,1,2,8,21,5,42
43385.37541,4.62,6.45,бу  ,157,43412.37541,1,S  ,184763000,0,3048,73,0.28,4.62,4.66,3048,2,7,1,1,8,21,5,41
43385.37541,4.62,6.45,бу  ,158,43412.37541,1,SS ,185918000,0,3048,74,0.28,4.56,4.66,3048,2,7,1,10,7,20,5,41
43385.37541,4.62,6.45,бу  ,159,43412.37541,1,BB ,187073000,0,3048,75,0.28,4.57,4.66,3048,2,7,1,6,7,20,5,46
43385.37541,4.61,6.22,бу  ,160,43412.37541,1,SS ,188225000,0,3048,76,0.27,4.6,4.64,3048,1,1,2,2,7,17,7,21
43385.37541,4.61,6.22,бу  ,161,43412.37541,1,S  ,189378000,0,3048,77,0.27,4.61,4.64,3048,1,1,1,1,7,17,6,6
43385.37541,4.59,5.76,бу  ,163,43412.37541,2,SS ,191673000,0,3048,78,0.25,4.58,4.61,3048,1,1,2,2,5,10,6,33
43385.37542,4.59,5.76,бу  ,164,43412.37542,1,S  ,192820000,0,3048,79,0.25,4.58,4.61,3048,1,1,1,1,5,10,6,24
43385.37542,4.58,5.53,бу  ,165,43412.37542,1,B  ,193965000,0,3048,80,0.24,4.51,4.58,3048,1,1,1,10,5,5,5,41
43385.37542,4.58,5.53,бу  ,166,43412.37542,1,BB ,195110000,0,3048,81,0.24,4.52,4.59,3048,1,1,2,7,5,5,6,47
43385.37542,4.59,5.76,бу  ,167,43412.37542,1,SS ,196258000,0,3048,82,0.25,4.58,4.6,3048,2,2,1,1,6,6,9,14
43385.37542,4.58,5.53,бу  ,168,43412.37542,1,BB ,197403000,0,3048,83,0.24,4.57,4.59,3048,2,2,1,1,6,6,9,14
43385.37542,4.58,5.53,бу  ,169,43412.37542,1,BB ,198548000,0,3048,84,0.24,4.57,4.59,3048,2,2,2,2,6,6,10,15
43385.37542,4.57,5.3,бу  ,171,43412.37542,2,SS ,200833000,0,3048,85,0.23,4.56,4.58,3048,1,1,3,8,6,6,10,20
43385.37542,4.58,5.53,бу  ,172,43412.37542,1,BB ,201978000,0,3048,86,0.24,4.56,4.59,3048,2,2,3,8,6,6,10,20
43385.37542,4.58,5.53,бу  ,173,43412.37542,1,BB ,203123000,0,3048,87,0.24,4.56,4.59,3048,2,2,3,8,6,6,10,20
43385.37542,4.58,5.53,бу  ,174,43412.37542,1,BB ,204268000,0,3048,88,0.24,4.57,4.59,3048,2,2,2,2,6,6,10,15
43385.37542,4.58,5.53,бу  ,175,43412.37542,1,SS ,205413000,0,3048,89,0.24,4.57,4.59,3048,2,2,2,2,6,6,10,15
43385.37542,4.58,5.53,бу  ,176,43412.37542,1,B  ,206558000,0,3048,90,0.24,4.57,4.58,3048,1,1,1,1,6,6,9,14
43385.37542,4.58,5.53,бу  ,177,43412.37542,1,BB ,207703000,0,3048,91,0.24,4.57,4.59,3048,2,2,1,1,6,6,9,14
43385.37543,4.59,5.76,бу  ,179,43412.37543,2,B  ,209998000,0,3048,92,0.25,4.57,4.59,3048,2,2,1,1,6,6,9,14
43385.37543,4.6,5.99,бу  ,180,43412.37543,1,B  ,211148000,0,3048,93,0.26,4.57,4.59,3048,2,2,1,1,6,6,9,14
43385.37543,4.61,6.22,бу  ,181,43412.37543,1,B  ,212300000,0,3048,94,0.27,4.57,4.59,3048,2,2,1,1,6,6,9,14
43385.37543,4.62,6.45,бу  ,182,43412.37543,1,BB ,213455000,0,3048,95,0.28,4.57,4.63,3048,1,1,1,1,6,16,9,14
43385.37543,4.59,5.76,бу  ,184,43412.37543,2,SS ,215750000,0,3048,96,0.25,4.58,4.61,3048,2,2,2,2,6,11,10,15
43385.37543,4.59,5.76,бу  ,186,43412.37543,2,B  ,218045000,0,3048,97,0.25,4.58,4.61,3048,2,2,1,1,7,7,9,14
43385.37543,4.6,5.99,бу  ,187,43412.37543,1,BB ,219195000,0,3048,98,0.26,4.58,4.61,3048,1,1,2,2,6,20,10,15
43385.37543,4.59,5.76,бу  ,188,43412.37543,1,BB ,220343000,0,3048,99,0.25,4.58,4.6,3048,1,1,2,2,5,10,10,15
43385.37545,4.59,5.76,бу  ,190,43412.37545,2,SS ,222638000,0,3067,100,0.25,4.58,4.6,3067,1,1,2,2,5,10,10,15
43385.37545,4.59,5.76,бу  ,191,43412.37545,1,SS ,223785000,0,3067,101,0.25,4.58,4.6,3067,2,2,2,2,6,11,10,15
43385.37545,4.59,5.76,бу  ,192,43412.37545,1,SS ,224933000,0,3067,102,0.25,4.58,4.6,3067,1,1,2,2,5,10,10,15
43385.37545,4.59,5.76,бу  ,193,43412.37545,1,SS ,226080000,0,3067,103,0.25,4.58,4.6,3067,1,1,2,2,5,10,10,15
43385.37545,4.59,5.76,бу  ,194,43412.37545,1,SS ,227228000,0,3067,104,0.25,4.58,4.6,3067,1,1,2,2,5,10,10,15
43385.37546,4.6,5.99,бу  ,195,43412.37546,1,BB ,228378000,0,3067,105,0.26,4.59,4.61,3067,1,1,2,2,6,20,10,15
43385.37546,4.6,5.99,бу  ,196,43412.37546,1,SS ,229528000,0,3067,106,0.26,4.59,4.63,3067,1,1,2,2,7,38,10,15
43385.37546,4.6,5.99,бу  ,197,43412.37546,1,SS ,230678000,0,3067,107,0.26,4.59,4.61,3067,1,1,2,2,6,7,10,15
43385.37546,4.61,6.22,бу  ,198,43412.37546,1,BB ,231830000,0,3067,108,0.27,4.59,4.62,3067,2,2,2,2,8,34,10,15
43385.37546,4.62,6.45,бу  ,199,43412.37546,1,B  ,232985000,0,3067,109,0.28,4.61,4.62,3067,1,1,1,1,9,9,7,7
43385.37546,4.62,6.45,бу  ,200,43412.37546,1,SS ,234140000,0,3067,110,0.28,4.61,4.63,3067,2,2,2,2,11,12,8,8
43385.37546,4.61,6.22,бу  ,202,43412.37546,2,S  ,236445000,0,3067,111,0.27,4.61,4.63,3067,2,2,2,2,11,12,8,8
43385.37546,4.6,5.99,бу  ,203,43412.37546,1,SS ,237595000,0,3067,112,0.26,4.59,4.63,3067,2,2,2,2,11,12,8,22
43385.37546,4.62,6.45,бу  ,204,43412.37546,1,B  ,238750000,0,3067,113,0.28,4.59,4.62,3067,1,1,2,2,9,9,8,22
43385.37546,4.62,6.45,бу  ,205,43412.37546,1,B  ,239905000,0,3067,114,0.28,4.59,4.62,3067,1,1,1,1,9,9,5,14
43385.37547,4.59,5.76,бу  ,206,43412.37547,1,SS ,241053000,0,3067,115,0.25,4.58,4.62,3067,1,1,1,1,9,9,5,23
43385.37547,4.62,6.45,бу  ,207,43412.37547,1,BB ,242208000,0,3067,116,0.28,4.58,4.63,3067,2,2,1,1,11,12,5,23
43385.37547,4.61,6.22,бу  ,218,43412.37547,11,SS ,254885000,0,3067,117,0.27,4.58,4.62,3067,1,1,1,1,9,9,5,23
43385.37547,4.62,6.45,бу  ,219,43412.37547,1,BB ,256040000,0,3067,118,0.28,4.58,4.63,3067,2,2,1,1,11,12,5,23
43385.37547,4.63,6.68,бу  ,221,43412.37547,2,BB ,258355000,0,3067,119,0.29,4.58,4.64,3067,2,2,1,1,11,12,5,23
43385.37547,4.63,6.68,бу  ,222,43412.37547,1,BB ,259513000,0,3067,120,0.29,4.58,4.64,3067,2,2,1,1,11,12,5,23
43385.37549,4.64,6.91,бу  ,223,43412.37549,1,B  ,260673000,0,3067,121,0.3,4.6,4.64,3067,1,1,1,1,10,11,5,6
43385.37549,4.64,6.91,бу  ,224,43412.37549,1,B  ,261833000,0,3067,122,0.3,4.6,4.64,3067,1,1,1,1,10,11,5,6
43385.37549,4.64,6.91,бу  ,225,43412.37549,1,BB ,262993000,0,3067,123,0.3,4.62,4.65,3067,1,1,1,1,8,16,5,6
43385.37549,4.64,6.91,бу  ,226,43412.37549,1,BB ,264153000,0,3067,124,0.3,4.63,4.65,3067,1,1,2,2,8,16,6,7
43385.37549,4.66,7.37,бу  ,228,43412.37549,2,BB ,266483000,0,3067,125,0.32,4.64,4.67,3067,2,2,2,2,7,24,7,8
43385.37549,4.66,7.37,бу  ,230,43412.37549,2,S  ,268813000,0,3067,126,0.32,4.64,4.67,3067,2,2,2,2,6,32,8,8
43385.37549,4.65,7.14,бу  ,232,43412.37549,2,SS ,271138000,0,3067,127,0.31,4.64,4.68,3067,2,2,2,2,6,32,6,7
43385.37549,4.65,7.14,бу  ,233,43412.37549,1,B  ,272300000,0,3067,128,0.31,4.64,4.65,3067,1,1,1,1,7,15,5,6
43385.37549,4.64,6.91,бу  ,234,43412.37549,1,B  ,273460000,0,3067,129,0.3,4.62,4.64,3067,1,1,1,1,7,7,5,6
43385.37549,4.64,6.91,бу  ,236,43412.37549,2,B  ,275780000,0,3067,130,0.3,4.62,4.64,3067,2,2,1,1,9,9,5,6
43385.37549,4.65,7.14,бу  ,238,43412.37549,2,B  ,278105000,0,3067,131,0.31,4.62,4.64,3067,2,2,1,1,9,9,5,6
43385.37549,4.66,7.37,бу  ,240,43412.37549,2,B  ,280435000,0,3067,132,0.32,4.62,4.64,3067,2,2,1,1,9,9,5,6
43385.37549,4.67,7.6,бу  ,242,43412.37549,2,BB ,282770000,0,3067,133,0.33,4.62,4.68,3067,1,1,1,1,5,31,5,6
43385.37549,4.69,8.06,бу  ,243,43412.37549,1,B  ,283943000,0,3067,134,0.35,4.68,4.69,3067,1,8,2,2,8,57,6,6
43385.37549,4.69,8.06,бу  ,251,43412.37549,8,B  ,293323000,0,3067,135,0.35,4.68,4.69,3067,1,8,2,2,8,57,6,6
43385.3755,4.7,8.29,бу  ,253,43412.3755,2,SS ,295673000,0,3067,136,0.36,4.68,4.79,3067,1,2,2,2,8,51,6,6
43385.3755,4.69,8.06,бу  ,254,43412.3755,1,S  ,296845000,0,3067,137,0.35,4.69,4.71,3067,2,3,1,1,9,27,6,6
43385.3755,4.69,8.06,бу  ,255,43412.3755,1,SS ,298018000,0,3067,138,0.35,4.68,4.71,3067,2,3,2,2,9,27,6,6
43385.3755,4.69,8.06,бу  ,256,43412.3755,1,S  ,299190000,0,3067,139,0.35,4.69,4.7,3067,1,1,1,1,9,35,6,6
43385.3755,4.69,8.06,бу  ,257,43412.3755,1,SS ,300363000,0,3067,140,0.35,4.68,4.71,3067,1,2,2,2,8,43,6,6
43385.3755,4.71,8.53,бу  ,258,43412.3755,1,S  ,301540000,0,3067,141,0.37,4.71,4.73,3067,1,1,1,1,7,8,8,8
43385.3755,4.71,8.53,бу  ,259,43412.3755,1,SS ,302718000,0,3067,142,0.37,4.7,4.73,3067,1,1,2,2,7,8,8,8
43385.3755,4.7,8.29,бу  ,260,43412.3755,1,S  ,303893000,0,3067,143,0.36,4.7,4.72,3067,1,2,1,1,6,8,7,7
43385.3755,4.7,8.29,бу  ,261,43412.3755,1,S  ,305068000,0,3067,144,0.36,4.7,4.72,3067,1,2,1,1,6,8,7,7
43385.3755,4.69,8.06,бу  ,263,43412.3755,2,SS ,307413000,0,3067,145,0.35,4.68,4.72,3067,1,2,2,2,6,8,6,6
43385.3755,4.68,7.83,бу  ,264,43412.3755,1,SS ,308583000,0,3067,146,0.34,4.65,4.69,3067,1,1,1,1,7,8,5,6
43385.3755,4.68,7.83,бу  ,265,43412.3755,1,BB ,309753000,0,3067,147,0.34,4.65,4.69,3067,2,2,1,1,8,9,5,6
43385.3755,4.67,7.6,бу  ,266,43412.3755,1,BB ,310920000,0,3067,148,0.33,4.65,4.68,3067,2,2,1,1,9,10,5,6
43385.3755,4.65,7.14,бу  ,267,43412.3755,1,SS ,312083000,0,3067,149,0.31,4.63,4.66,3067,1,1,1,1,10,11,5,6
43385.37551,4.66,7.37,бу  ,268,43412.37551,1,SS ,313248000,0,3067,150,0.32,4.65,4.68,3067,2,2,1,1,9,10,5,6
43385.37551,4.67,7.6,бу  ,269,43412.37551,1,S  ,314415000,0,3067,151,0.33,4.67,4.69,3067,2,2,1,1,8,9,5,5
43385.37551,4.69,8.06,бу  ,270,43412.37551,1,BB ,315588000,0,3067,152,0.35,4.67,4.7,3067,1,1,1,1,5,5,6,15
43385.37551,4.66,7.37,бу  ,271,43412.37551,1,BB ,316753000,0,3067,153,0.32,4.65,4.67,3067,2,2,1,1,8,8,6,16
43385.37552,4.66,7.37,бу  ,272,43412.37552,1,S  ,317918000,0,3067,154,0.32,4.65,4.67,3067,2,2,1,1,8,8,6,6
43385.37552,4.66,7.37,бу  ,273,43412.37552,1,BB ,319083000,0,3067,155,0.32,4.65,4.67,3067,2,2,2,2,8,8,6,6
43385.37552,4.66,7.37,бу  ,274,43412.37552,1,SS ,320248000,0,3067,156,0.32,4.65,4.68,3067,2,2,2,2,7,7,6,6
43385.37553,4.69,8.06,бу  ,275,43412.37553,1,BB ,321420000,0,3067,157,0.35,4.68,4.7,3067,1,1,2,2,5,5,6,6
43385.37553,4.68,7.83,бу  ,276,43412.37553,1,BB ,322590000,0,3067,158,0.34,4.67,4.69,3067,2,2,1,1,7,7,5,5
43385.37553,4.68,7.83,бу  ,277,43412.37553,1,BB ,323760000,0,3067,159,0.34,4.67,4.69,3067,2,2,2,2,7,7,6,6
43385.37553,4.71,8.53,бу  ,278,43412.37553,1,B  ,324938000,0,3067,160,0.37,4.69,4.71,3067,1,1,2,2,5,5,7,7
43385.37553,4.71,8.53,бу  ,279,43412.37553,1,SS ,326115000,0,3067,161,0.37,4.7,4.72,3067,1,1,2,2,5,5,7,7
43385.37553,4.7,8.29,бу  ,281,43412.37553,2,S  ,328465000,0,3067,162,0.36,4.7,4.72,3067,1,1,2,2,5,5,7,7
43385.37553,4.69,8.06,бу  ,283,43412.37553,2,SS ,330810000,0,3067,163,0.35,4.68,4.72,3067,1,1,1,1,5,5,5,5
43385.37553,4.69,8.06,бу  ,284,43412.37553,1,BB ,331983000,0,3067,164,0.35,4.68,4.7,3067,1,1,1,1,5,5,5,5
43385.37553,4.69,8.06,бу  ,285,43412.37553,1,BB ,333155000,0,3067,165,0.35,4.68,4.7,3067,1,1,1,1,5,5,5,5
43385.37554,4.71,8.53,бу  ,287,43412.37554,2,BB ,335510000,0,3067,166,0.37,4.7,4.72,3067,1,1,2,2,5,5,6,6
43385.37554,4.73,8.99,бу  ,288,43412.37554,1,S  ,336693000,0,3067,167,0.39,4.73,4.75,3067,1,1,1,1,9,42,6,6
43385.37554,4.73,8.99,бу  ,289,43412.37554,1,SS ,337875000,0,3067,168,0.39,4.72,4.75,3067,1,1,2,2,9,42,6,6
43385.37554,4.74,9.22,бу  ,290,43412.37554,1,SS ,339060000,0,3067,169,0.4,4.72,4.75,3067,1,1,1,1,9,42,5,5
43385.37556,4.74,9.22,бу  ,291,43412.37556,1,BB ,340245000,0,3067,170,0.4,4.72,4.75,3067,1,1,1,1,8,32,6,7
43385.37556,4.76,9.68,бу  ,293,43412.37556,2,BB ,342625000,0,3067,171,0.42,4.74,4.77,3067,1,1,1,2,15,48,6,8
43385.37556,4.76,9.68,бу  ,294,43412.37556,1,B  ,343815000,0,3067,172,0.42,4.74,4.76,3067,1,1,1,2,11,17,6,8
43385.37556,4.75,9.45,бу  ,295,43412.37556,1,B  ,345003000,0,3067,173,0.41,4.73,4.75,3067,1,1,2,2,9,9,7,8
43385.37556,4.75,9.45,бу  ,296,43412.37556,1,BB ,346190000,0,3067,174,0.41,4.73,4.76,3067,2,2,2,2,12,18,7,8
43385.37556,4.77,9.91,бу  ,297,43412.37556,1,SS ,347383000,0,3067,175,0.43,4.76,4.78,3067,1,1,2,2,16,40,7,7
43385.37556,4.77,9.91,бу  ,298,43412.37556,1,S  ,348575000,0,3067,176,0.43,4.77,4.79,3067,2,2,1,1,16,49,6,6
43385.37556,4.78,10.14,бу  ,299,43412.37556,1,B  ,349770000,0,3067,177,0.44,4.77,4.78,3067,1,1,1,1,15,30,6,6
43385.37556,4.78,10.14,бу  ,300,43412.37556,1,BB ,350965000,0,3067,178,0.44,4.77,4.79,3067,2,2,2,2,15,39,6,6
43385.37556,4.77,9.91,бу  ,301,43412.37556,1,BB ,352158000,0,3067,179,0.43,4.76,4.78,3067,1,1,1,1,15,30,5,5
